"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"group_371","","hypothetical protein","2","2","1","1","628","1","626","","206","206","206","","M48_02068","","","","V521_02118"
"group_372","","hypothetical protein","2","2","1","1","721","1","1034","","200","200","200","","M48_00322","","","","V521_00364"
"group_375","","hypothetical protein","2","2","1","1","1303","1","736","","221","221","221","AR465_02792","","","P10_01857","",""
"group_377","","hypothetical protein","2","2","1","1","1304","1","719","","158","158","158","AR465_02793","","","","R50_01460",""
"group_378","","hypothetical protein","2","2","1","1","156","1","1083","","437","437","437","","M48_00358","","","","V521_00396"
"group_380","","hypothetical protein","2","2","1","1","3935","1","528","","629","629","629","","M48_00443","","","","V521_00482"
"group_383","","hypothetical protein","2","2","1","1","3951","1","514","","371","371","371","","M48_00459","","","","V521_00498"
"group_392","","hypothetical protein","2","2","1","1","545","1","316","","422","734","578","","M48_00884","","","","V521_00922"
"group_397","","hypothetical protein","2","2","1","1","3313","1","349","","392","779","585","","M48_00903","","","","V521_00943"
"group_3976","","hypothetical protein","2","2","1","1","608","1","1008","","401","401","401","","M48_00317","","","","V521_00359"
"group_407","","hypothetical protein","2","2","1","1","1322","1","344","","122","122","122","","M48_02110","","","","V521_02157"
"group_409","","hypothetical protein","2","2","1","1","2657","1","16","","485","2081","1283","","M48_02274","","","","V521_02317"
"group_414","","hypothetical protein","2","2","1","1","624","1","707","","404","404","404","","","","P10_01008","R50_01458",""
"group_415","","hypothetical protein","2","2","1","1","2655","1","1144","","506","617","561","","","","P10_02800","R50_02690",""
"tet(K)","","tetracycline efflux MFS transporter Tet(K)","2","2","1","1","3447","1","369","","314","1379","846","","","","P10_02836","","V521_00066"
"group_423","","hypothetical protein","2","2","1","1","3333","1","777","","179","179","179","","M48_01973","","","","V521_02023"
"group_45","","hypothetical protein","2","2","1","1","662","1","972","","242","248","245","","","NRS1_01341","P10_01978","",""
"group_46","","hypothetical protein","2","2","1","1","1285","1","713","","242","242","242","AR465_02787","","","P10_01852","",""
"group_47","","hypothetical protein","2","2","1","1","612","1","620","","242","248","245","","","NRS1_02470","P10_01011","",""
"kdpD_1","","Sensor protein KdpD","2","2","1","1","1647","1","153","","2591","2669","2630","AR465_00748","","NRS1_00575","","",""
"group_57","","putative autolysin PH","2","2","1","1","1200","1","1112","","1343","1454","1398","AR465_01393","","","P10_01049","",""
"hylB","","Hyaluronate lyase","2","2","1","1","1184","167","1","","1829","2429","2129","AR465_01318","","NRS1_00001","","",""
"group_581","","hypothetical protein","2","2","1","1","692","1","914","","362","362","362","AR465_01345","","","P10_01448","",""
"group_583","","hypothetical protein","2","2","1","1","693","1","915","","1166","1166","1166","AR465_01346","","","P10_01447","",""
"group_589","","hypothetical protein","2","2","1","1","3930","1","1126","","299","389","344","AR465_02173","","","P10_01398","",""
"group_603","","hypothetical protein","2","2","1","1","708","1","633","","206","287","246","AR465_01600","","","","R50_00799",""
"group_61","","hypothetical protein","2","2","1","1","3433","1","955","","1364","4532","2948","AR465_01618","","","P10_01966","",""
"group_684","","hypothetical protein","2","2","1","1","1208","1","1071","","1238","1238","1238","AR465_02751","","NRS1_02434","","",""
"group_69","","hypothetical protein","2","2","1","1","3756","10","2","","317","317","317","","M48_01647","","","","V521_01697"
"cadA","","Cadmium-transporting ATPase","2","2","1","1","2381","1","126","","1784","2414","2099","","M48_00043","","","","V521_00084"
"group_695","","hypothetical protein","2","2","1","1","1672","1","402","","467","572","519","","M48_00058","","","","V521_00102"
"group_698","ptsG_3","PTS system glucose-specific EIICBA component","2","2","1","1","429","17","2","","698","791","744","","M48_00233","","","","V521_00274"
"group_7","","IS1182 family transposase ISSau3","2","2","1","1","115","43","1","","806","806","806","","M48_01685","","","","V521_01735"
"essG_6","","Type VII secretion system protein EsaG","2","2","1","1","231","6","10","","260","272","266","","M48_00273","","","","V521_00314"
"group_704","","hypothetical protein","2","2","1","1","887","1","855","","161","161","161","","M48_00304","","","","V521_00346"
"group_707","","hypothetical protein","2","2","1","1","1282","1","607","","308","308","308","","M48_01947","","","","V521_01996"
"group_708","","hypothetical protein","2","2","1","1","748","1","571","","965","965","965","","M48_00331","","","","V521_00373"
"group_709","","hypothetical protein","2","2","1","1","743","1","994","","953","953","953","","M48_01936","","","","V521_01985"
"group_711","","hypothetical protein","2","2","1","1","1217","1","1078","","131","182","156","","M48_00352","","","","V521_00391"
"group_714","","hypothetical protein","2","2","1","1","154","1","1085","","1238","1247","1242","","M48_00356","","","","V521_00394"
"group_715","","hypothetical protein","2","2","1","1","3318","1","1107","","1229","1238","1233","","M48_01913","","","","V521_01964"
"lytO_1","","putative autolysin LytO","2","2","1","1","157","1","1082","","1445","1445","1445","","M48_00359","","","","V521_00397"
"group_733","","hypothetical protein","2","2","1","1","3498","1","284","","527","527","527","","","NRS1_02546","P10_02833","",""
"group_736","","hypothetical protein","2","2","1","1","734","1","985","","557","620","588","","M48_01927","","","","V521_01976"
"group_737","","hypothetical protein","2","2","1","1","582","1","844","","281","302","291","","M48_01961","","","","V521_02011"
"group_755","","hypothetical protein","2","2","1","1","3510","1","295","","110","209","159","","","NRS1_01294","P10_02823","",""
"group_757","","hypothetical protein","2","2","1","1","3497","1","282","","341","341","341","","","NRS1_02545","P10_02834","",""
"entC3","","Enterotoxin type C-2","2","2","1","1","1557","1","364","","800","800","800","","","NRS1_01309","","R50_00723",""
"speH","","Enterotoxin type A","2","2","1","1","1562","1","362","","293","722","507","","","NRS1_01310","","R50_00724",""
"ssbA_2","","Single-stranded DNA-binding protein A","2","2","1","1","669","1","1005","","470","470","470","","","NRS1_01336","P10_01984","",""
"group_761","","hypothetical protein","2","2","1","1","666","1","970","","404","407","405","","","NRS1_01339","P10_01981","",""
"group_764","","hypothetical protein","2","2","1","1","1254","1","556","","614","614","614","","","NRS1_02454","","R50_00810",""
"group_765","","hypothetical protein","2","2","1","1","1289","1","717","","404","404","404","","","NRS1_02473","P10_01856","",""
"group_766","","hypothetical protein","2","2","1","1","592","1","701","","731","815","773","","","NRS1_02477","P10_01004","",""
"group_767","","hypothetical protein","2","2","1","1","359","8","2","","923","923","923","","","","P10_00121","R50_00124",""
"group_768","","hypothetical protein","2","2","1","1","360","8","1","","1112","1112","1112","","","","P10_00122","R50_00125",""
"group_769","","putative protein","2","2","1","1","4020","4","30","","776","776","776","","","","P10_00341","R50_00348",""
"group_770","","hypothetical protein","2","2","1","1","570","1","809","","245","245","245","","","","P10_00996","R50_00776",""
"group_773","","hypothetical protein","2","2","1","1","1203","1","1075","","1172","1172","1172","","","","P10_01046","R50_00830",""
"group_776","","hypothetical protein","2","2","1","1","1293","1","742","","674","674","674","","","","P10_01862","R50_00784",""
"graS_3","","Sensor histidine kinase GraS","2","2","1","1","2643","1","222","","245","602","423","","","","P10_02775","R50_01305",""
"uppP_2","","Undecaprenyl-diphosphatase","2","2","1","1","2773","1","225","","203","827","515","","","","P10_02778","R50_01302",""
"group_779","cadC","Cadmium resistance transcriptional regulatory protein CadC","2","2","1","1","2654","1","1145","","347","353","350","","","","P10_02799","R50_02691",""
"repN_2","","Replication initiation protein","2","2","1","1","3446","1","370","","839","944","891","","","","P10_02837","","V521_00069"
"group_787","","hypothetical protein","2","2","1","1","2582","1","107","","1601","1685","1643","","","","","R50_02676","V521_00034"
"group_788","","hypothetical protein","2","2","1","1","2578","1","118","","2159","3119","2639","","","","","R50_02680","V521_00055"
"group_789","","hypothetical protein","2","2","1","1","2750","1","194","","338","338","338","","","","","R50_02685","V521_00036"
"group_790","","hypothetical protein","2","2","1","1","1308","1","726","","674","674","674","AR465_00001","","NRS1_02479","","",""
"group_793","","hypothetical protein","2","2","1","1","1319","1","848","","302","302","302","AR465_00006","","NRS1_02485","","",""
"group_8","","IS1182 family transposase ISSau3","2","2","1","1","786","33","1","","344","344","344","","M48_02441","","","","V521_02480"
"group_80","","hypothetical protein","2","2","1","1","153","1","1086","","1250","1874","1562","","M48_00355","","","","V521_00393"
"group_801","","hypothetical protein","2","2","1","1","512","176","1","","1502","1502","1502","AR465_00052","","NRS1_02534","","",""
"group_803","","hypothetical protein","2","2","1","1","1949","188","1","","632","632","632","AR465_00239","","NRS1_01106","","",""
"group_804","","hypothetical protein","2","2","1","1","1948","156","1","","632","632","632","AR465_00241","","NRS1_01104","","",""
"group_805","","hypothetical protein","2","2","1","1","1947","156","2","","1394","1394","1394","AR465_00242","","NRS1_01103","","",""
"group_807","lpl2_1","putative lipoprotein","2","2","1","1","3974","4","7","","815","815","815","AR465_00409","","NRS1_00939","","",""
"group_808","","putative lipoprotein","2","2","1","1","3975","4","6","","782","782","782","AR465_00410","","NRS1_00938","","",""
"group_809","lpl2_5","putative lipoprotein","2","2","1","1","3976","4","5","","800","800","800","AR465_00411","","NRS1_00937","","",""
"group_81","","hypothetical protein","2","2","1","1","3317","1","1106","","1196","1874","1535","","M48_01914","","","","V521_01965"
"group_810","lpl2_3","putative lipoprotein","2","2","1","1","3977","4","4","","794","794","794","AR465_00412","","NRS1_00936","","",""
"group_811","","putative lipoprotein","2","2","1","1","3978","4","3","","782","782","782","AR465_00413","","NRS1_00935","","",""
"lpl2_4","","putative lipoprotein","2","2","1","1","3979","4","23","","785","785","785","AR465_00414","","NRS1_00934","","",""
"group_813","","putative protein","2","2","1","1","3973","4","22","","788","788","788","AR465_00416","","NRS1_00932","","",""
"group_815","","hypothetical protein","2","2","1","1","4028","9","1","","1487","1487","1487","AR465_00420","","NRS1_00928","","",""
"group_816","ssl5_2","Staphylococcal superantigen-like 5","2","2","1","1","4027","9","2","","683","683","683","AR465_00421","","NRS1_00927","","",""
"group_818","ssl7_1","Staphylococcal superantigen-like 7","2","2","1","1","1","202","1","","695","695","695","AR465_00427","","NRS1_00921","","",""
"group_820","ssl1","Staphylococcal superantigen-like 1","2","2","1","1","3","206","1","","680","680","680","AR465_00432","","NRS1_00917","","",""
"group_823","","hypothetical protein","2","2","1","1","165","210","1","","95","95","95","AR465_00452","","NRS1_00872","","",""
"group_824","","hypothetical protein","2","2","1","1","195","172","1","","713","713","713","AR465_00478","","NRS1_00846","","",""
"group_825","essG_6","Type VII secretion system protein EsaG","2","2","1","1","483","6","4","","485","485","485","AR465_00525","","NRS1_00798","","",""
"essG_5","","Type VII secretion system protein EsaG","2","2","1","1","482","6","5","","500","500","500","AR465_00526","","NRS1_00797","","",""
"group_827","essG_4","Type VII secretion system protein EsaG","2","2","1","1","481","6","6","","461","461","461","AR465_00527","","NRS1_00796","","",""
"group_837","","Staphylocoagulase","2","2","1","1","386","183","1","","1976","1976","1976","AR465_00595","","NRS1_00728","","",""
"group_838","","hypothetical protein","2","2","1","1","256","8","15","","197","197","197","AR465_00620","","NRS1_00702","","",""
"group_839","","hypothetical protein","2","2","1","1","255","8","14","","176","176","176","AR465_00621","","NRS1_00701","","",""
"natA","","ABC transporter ATP-binding protein NatA","2","2","1","1","254","8","13","","722","722","722","AR465_00622","","NRS1_00700","","",""
"group_841","","hypothetical protein","2","2","1","1","253","8","12","","443","443","443","AR465_00623","","NRS1_00699","","",""
"group_842","","hypothetical protein","2","2","1","1","252","8","11","","1718","1718","1718","AR465_00624","","NRS1_00698","","",""
"group_843","","hypothetical protein","2","2","1","1","251","8","10","","221","221","221","AR465_00625","","NRS1_00697","","",""
"macB","","Macrolide export ATP-binding/permease protein MacB","2","2","1","1","250","8","9","","1178","1178","1178","AR465_00626","","NRS1_00696","","",""
"yknY","","putative ABC transporter ATP-binding protein YknY","2","2","1","1","249","8","8","","680","680","680","AR465_00627","","NRS1_00695","","",""
"group_846","","hypothetical protein","2","2","1","1","257","8","7","","1112","1112","1112","AR465_00628","","NRS1_00694","","",""
"group_847","","hypothetical protein","2","2","1","1","258","8","6","","599","599","599","AR465_00629","","NRS1_00693","","",""
"group_856","","putative lipoprotein","2","2","1","1","1699","145","9","","767","767","767","AR465_00723","","NRS1_00599","","",""
"group_857","","putative lipoprotein","2","2","1","1","1697","145","10","","767","767","767","AR465_00724","","NRS1_00598","","",""
"group_858","","putative lipoprotein","2","2","1","1","1698","145","11","","803","803","803","AR465_00725","","NRS1_00597","","",""
"group_859","","hypothetical protein","2","2","1","1","1724","179","1","","296","296","296","AR465_00732","","NRS1_00591","","",""
"group_86","","hypothetical protein","2","2","1","1","131","2","46","","548","872","710","","M48_01800","","P10_01771","",""
"group_863","","hypothetical protein","2","2","1","1","1655","1","145","","1508","1508","1508","AR465_00740","","NRS1_00583","","",""
"group_864","","hypothetical protein","2","2","1","1","1654","1","146","","626","626","626","AR465_00741","","NRS1_00582","","",""
"group_865","","hypothetical protein","2","2","1","1","1653","1","147","","149","149","149","AR465_00742","","NRS1_00581","","",""
"group_866","","hypothetical protein","2","2","1","1","1652","1","148","","896","896","896","AR465_00743","","NRS1_00580","","",""
"group_867","","hypothetical protein","2","2","1","1","1651","1","149","","869","869","869","AR465_00744","","NRS1_00579","","",""
"kdpC_1","","Potassium-transporting ATPase KdpC subunit","2","2","1","1","1650","1","150","","557","557","557","AR465_00745","","NRS1_00578","","",""
"kdpB_1","","Potassium-transporting ATPase ATP-binding subunit","2","2","1","1","1649","1","151","","2021","2021","2021","AR465_00746","","NRS1_00577","","",""
"kdpA_1","","Potassium-transporting ATPase potassium-binding subunit","2","2","1","1","1648","1","152","","1676","1676","1676","AR465_00747","","NRS1_00576","","",""
"kdpE_1","","KDP operon transcriptional regulatory protein KdpE","2","2","1","1","1646","1","154","","695","695","695","AR465_00749","","NRS1_00574","","",""
"group_872","","hypothetical protein","2","2","1","1","1645","1","155","","902","902","902","AR465_00750","","NRS1_00573","","",""
"group_873","","IS3 family transposase ISSau4","2","2","1","1","1644","1","156","","314","314","314","AR465_00751","","NRS1_00572","","",""
"group_874","","IS3 family transposase ISSau4","2","2","1","1","1643","1","157","","353","353","353","AR465_00752","","NRS1_00571","","",""
"group_875","","IS3 family transposase ISSau4","2","2","1","1","1642","1","158","","377","377","377","AR465_00753","","NRS1_00570","","",""
"group_878","","hypothetical protein","2","2","1","1","2602","1","131","","350","350","350","AR465_00759","","NRS1_00564","","",""
"group_879","","hypothetical protein","2","2","1","1","2601","1","130","","92","92","92","AR465_00760","","NRS1_00563","","",""
"group_880","","hypothetical protein","2","2","1","1","2557","1","129","","311","311","311","AR465_00761","","NRS1_00562","","",""
"knt","","Kanamycin nucleotidyltransferase","2","2","1","1","2428","1","64","","743","743","743","AR465_00782","","NRS1_00540","","",""
"ble","","Bleomycin resistance protein","2","2","1","1","2429","1","63","","404","404","404","AR465_00783","","NRS1_00539","","",""
"group_887","","hypothetical protein","2","2","1","1","2430","1","62","","1262","1262","1262","AR465_00784","","NRS1_00538","","",""
"group_888","","hypothetical protein","2","2","1","1","2431","1","61","","773","773","773","AR465_00785","","NRS1_00537","","",""
"group_889","","hypothetical protein","2","2","1","1","2432","1","60","","206","206","206","AR465_00786","","NRS1_00536","","",""
"group_897","","hypothetical protein","2","2","1","1","2116","154","1","","635","635","635","AR465_00933","","NRS1_00388","","",""
"group_898","","hypothetical protein","2","2","1","1","2053","164","1","","113","113","113","AR465_00938","","NRS1_00383","","",""
"group_9","","IS1182 family transposase ISSau3","2","2","1","1","1375","33","3","","299","299","299","","M48_02440","","","","V521_02479"
"group_900","pitA","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","2","2","1","1","2131","213","1","","491","491","491","AR465_01001","","NRS1_00321","","",""
"fnbB","","Fibronectin-binding protein B","2","2","1","1","2139","149","4","","2885","2885","2885","AR465_01028","","NRS1_00294","","",""
"group_904","","putative protein","2","2","1","1","2142","5","9","","770","770","770","AR465_01041","","NRS1_00279","","",""
"group_905","","putative lipoprotein","2","2","1","1","2176","5","10","","794","794","794","AR465_01042","","NRS1_00278","","",""
"group_906","","hypothetical protein","2","2","1","1","2177","5","11","","1325","1325","1325","AR465_01043","","NRS1_00277","","",""
"group_911","","hypothetical protein","2","2","1","1","2162","16","2","","410","410","410","AR465_01052","","NRS1_00268","","",""
"group_912","","hypothetical protein","2","2","1","1","2148","16","1","","419","419","419","AR465_01053","","NRS1_00267","","",""
"group_913","","hypothetical protein","2","2","1","1","2152","18","3","","767","767","767","AR465_01057","","NRS1_00263","","",""
"group_916","nasF","Uroporphyrinogen-III C-methyltransferase","2","2","1","1","985","181","1","","977","977","977","AR465_01129","","NRS1_00191","","",""
"group_917","","hypothetical protein","2","2","1","1","1014","180","1","","335","335","335","AR465_01154","","NRS1_00165","","",""
"group_920","","hypothetical protein","2","2","1","1","1171","147","1","","947","947","947","AR465_01306","","NRS1_00013","","",""
"group_921","","hypothetical protein","2","2","1","1","1172","147","2","","224","224","224","AR465_01307","","NRS1_00012","","",""
"group_922","","hypothetical protein","2","2","1","1","1173","147","3","","104","104","104","AR465_01308","","NRS1_00011","","",""
"group_923","","hypothetical protein","2","2","1","1","1174","147","4","","647","647","647","AR465_01309","","NRS1_00010","","",""
"group_924","","hypothetical protein","2","2","1","1","1175","147","5","","629","629","629","AR465_01310","","NRS1_00009","","",""
"group_925","","hypothetical protein","2","2","1","1","1176","147","7","","1016","1016","1016","AR465_01311","","NRS1_00008","","",""
"group_926","","hypothetical protein","2","2","1","1","1177","147","6","","170","170","170","AR465_01312","","NRS1_00007","","",""
"group_928","","hypothetical protein","2","2","1","1","907","165","1","","203","203","203","AR465_01321","","NRS1_02738","","",""
"group_931","","hypothetical protein","2","2","1","1","904","1","647","","614","614","614","AR465_01332","","","P10_01463","",""
"group_933","","hypothetical protein","2","2","1","1","903","1","646","","125","125","125","AR465_01333","","","P10_01462","",""
"group_935","","hypothetical protein","2","2","1","1","902","1","645","","395","395","395","AR465_01334","","","P10_01461","",""
"group_936","","hypothetical protein","2","2","1","1","559","1","644","","434","434","434","AR465_01335","","","P10_01460","",""
"group_937","","hypothetical protein","2","2","1","1","560","1","643","","470","470","470","AR465_01336","","","P10_01459","",""
"group_940","","hypothetical protein","2","2","1","1","557","1","901","","176","176","176","AR465_01339","","","P10_01456","",""
"group_941","","hypothetical protein","2","2","1","1","556","1","902","","239","239","239","AR465_01340","","","P10_01455","",""
"group_942","","hypothetical protein","2","2","1","1","555","1","903","","215","215","215","AR465_01341","","","P10_01454","",""
"group_945","","hypothetical protein","2","2","1","1","694","1","916","","557","557","557","AR465_01347","","","P10_01446","",""
"group_947","","hypothetical protein","2","2","1","1","695","1","917","","1961","1961","1961","AR465_01348","","","P10_01445","",""
"group_949","","hypothetical protein","2","2","1","1","696","1","918","","185","185","185","AR465_01349","","","P10_01444","",""
"group_951","","hypothetical protein","2","2","1","1","697","1","919","","401","401","401","AR465_01350","","","P10_01443","",""
"group_957","","hypothetical protein","2","2","1","1","1279","1","950","","365","365","365","AR465_01354","","","","R50_00795",""
"group_959","","hypothetical protein","2","2","1","1","711","1","930","","170","170","170","AR465_01356","","","","R50_00797",""
"group_963","","hypothetical protein","2","2","1","1","686","1","599","","200","200","200","AR465_01363","","","P10_01431","",""
"group_965","","hypothetical protein","2","2","1","1","685","1","598","","206","206","206","AR465_01364","","","P10_01430","",""
"group_967","","hypothetical protein","2","2","1","1","684","1","597","","2447","2447","2447","AR465_01365","","","P10_01429","",""
"group_969","","hypothetical protein","2","2","1","1","683","1","595","","290","290","290","AR465_01366","","","P10_01427","",""
"group_971","","hypothetical protein","2","2","1","1","760","1","594","","1358","1358","1358","AR465_01367","","","P10_01426","",""
"group_973","","hypothetical protein","2","2","1","1","761","1","593","","437","437","437","AR465_01368","","","P10_01425","",""
"group_975","","hypothetical protein","2","2","1","1","762","1","592","","314","314","314","AR465_01369","","","P10_01424","",""
"group_977","","hypothetical protein","2","2","1","1","763","1","591","","305","305","305","AR465_01370","","","P10_01423","",""
"group_979","","hypothetical protein","2","2","1","1","764","1","590","","1691","1691","1691","AR465_01371","","","P10_01422","",""
"group_981","","hypothetical protein","2","2","1","1","765","1","589","","1238","1238","1238","AR465_01372","","","P10_01421","",""
"group_983","clpP_2","ATP-dependent Clp protease proteolytic subunit","2","2","1","1","766","1","588","","773","773","773","AR465_01373","","","P10_01420","",""
"group_985","","hypothetical protein","2","2","1","1","767","1","587","","1163","1163","1163","AR465_01374","","","P10_01419","",""
"group_987","","hypothetical protein","2","2","1","1","768","1","586","","278","278","278","AR465_01375","","","P10_01418","",""
"group_989","","hypothetical protein","2","2","1","1","769","1","585","","332","332","332","AR465_01376","","","P10_01417","",""
"group_991","","hypothetical protein","2","2","1","1","770","1","584","","401","401","401","AR465_01377","","","P10_01416","",""
"group_993","","hypothetical protein","2","2","1","1","771","1","583","","395","395","395","AR465_01378","","","P10_01415","",""
"group_995","","hypothetical protein","2","2","1","1","772","1","582","","641","641","641","AR465_01379","","","P10_01414","",""
"group_997","","hypothetical protein","2","2","1","1","773","1","581","","455","455","455","AR465_01380","","","P10_01413","",""
"group_999","","hypothetical protein","2","2","1","1","774","1","580","","350","350","350","AR465_01381","","","P10_01412","",""
"group_1","","IS1182 family transposase ISSau3","1","1","1","1","2153","18","2","","683","683","683","","","","","R50_02395",""
"group_100","","IS6 family transposase IS431R","1","1","1","1","2374","1","219","","674","674","674","","","","","R50_01308",""
"group_1000","","hypothetical protein","1","1","1","1","848","1","857","","350","350","350","AR465_02163","","","","",""
"group_1002","","hypothetical protein","1","1","1","1","847","1","856","","158","158","158","AR465_02164","","","","",""
"smc_2","","Chromosome partition protein Smc","1","1","1","1","846","1","1117","","6200","6200","6200","AR465_02165","","","","",""
"group_1006","","hypothetical protein","1","1","1","1","845","1","1118","","824","824","824","AR465_02166","","","","",""
"group_1008","","hypothetical protein","1","1","1","1","40","1","1119","","1583","1583","1583","AR465_02167","","","","",""
"group_101","","IS6 family transposase IS431R","1","1","1","1","2751","1","195","","674","674","674","","","","","R50_02686",""
"group_1010","","hypothetical protein","1","1","1","1","41","1","1120","","290","290","290","AR465_02168","","","","",""
"group_1012","","hypothetical protein","1","1","1","1","43","1","1122","","1466","1466","1466","AR465_02170","","","","",""
"group_1014","","hypothetical protein","1","1","1","1","44","1","1123","","389","389","389","AR465_02171","","","","",""
"group_1016","","hypothetical protein","1","1","1","1","45","1","1124","","164","164","164","AR465_02172","","","","",""
"mtlA_2","","PTS system mannitol-specific EIICB component","1","1","1","1","1372","212","1","","323","323","323","AR465_01436","","","","",""
"group_102","","hypothetical protein","1","1","1","1","1810","7","9","","620","620","620","","","","","R50_00513",""
"group_1025","","hypothetical protein","1","1","1","1","1569","1","788","","713","713","713","AR465_01569","","","","",""
"group_1030","","hypothetical protein","1","1","1","1","830","1","651","","443","443","443","AR465_01576","","","","",""
"group_1031","","hypothetical protein","1","1","1","1","1588","1","832","","209","209","209","","","","P10_01873","",""
"group_1035","","hypothetical protein","1","1","1","1","824","1","759","","380","380","380","AR465_01581","","","","",""
"group_1036","","hypothetical protein","1","1","1","1","795","1","838","","302","302","302","AR465_01584","","","","",""
"group_1037","","hypothetical protein","1","1","1","1","674","1","1027","","371","371","371","AR465_01594","","","","",""
"group_1039","","hypothetical protein","1","1","1","1","3428","1","609","","200","200","200","AR465_01602","","","","",""
"group_104","","hypothetical protein","1","1","1","1","1800","234","1","","389","389","389","","","","","R50_00521",""
"group_1040","","hypothetical protein","1","1","1","1","3431","173","1","","404","404","404","AR465_01613","","","","",""
"chp","","Chemotaxis inhibitory protein","1","1","1","1","3339","1","243","","449","449","449","AR465_01628","","","","",""
"group_106","","hypothetical protein","1","1","1","1","261","14","4","","314","314","314","","","","","","V521_00161"
"dinG_1","","3'-5' exonuclease DinG","1","1","1","1","897","1","683","","920","920","920","AR465_02115","","","","",""
"group_1073","lexA_2","LexA repressor","1","1","1","1","896","1","684","","614","614","614","AR465_02116","","","","",""
"group_1074","","hypothetical protein","1","1","1","1","895","1","685","","227","227","227","AR465_02117","","","","",""
"group_1075","","hypothetical protein","1","1","1","1","894","1","686","","164","164","164","AR465_02118","","","","",""
"group_1076","","hypothetical protein","1","1","1","1","892","1","688","","218","218","218","AR465_02120","","","","",""
"group_1077","","hypothetical protein","1","1","1","1","891","1","689","","245","245","245","AR465_02121","","","","",""
"group_1078","","hypothetical protein","1","1","1","1","890","1","690","","365","365","365","AR465_02122","","","","",""
"group_1079","","hypothetical protein","1","1","1","1","889","1","691","","215","215","215","AR465_02123","","","","",""
"group_1084","","hypothetical protein","1","1","1","1","2775","169","1","","131","131","131","AR465_02231","","","","",""
"group_109","","hypothetical protein","1","1","1","1","2187","57","1","","386","386","386","","M48_02740","","","",""
"group_1101","","hypothetical protein","1","1","1","1","1204","1","1072","","557","557","557","AR465_02747","","","","",""
"group_1102","","hypothetical protein","1","1","1","1","1205","1","1073","","1412","1412","1412","AR465_02748","","","","",""
"group_1103","","hypothetical protein","1","1","1","1","1206","1","1074","","275","275","275","AR465_02749","","","","",""
"group_111","","hypothetical protein","1","1","1","1","124","261","1","","608","608","608","","","NRS1_01596","","",""
"group_1113","","hypothetical protein","1","1","1","1","1247","1","547","","620","620","620","AR465_02770","","","","",""
"group_1115","","hypothetical protein","1","1","1","1","1246","1","552","","1295","1295","1295","AR465_02774","","","","",""
"group_1116","","hypothetical protein","1","1","1","1","1245","1","551","","494","494","494","AR465_02775","","","","",""
"group_1118","","hypothetical protein","1","1","1","1","1268","1","1002","","194","194","194","AR465_02781","","","","",""
"group_1119","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","1","717","1","602","","533","533","533","AR465_02783","","","","",""
"group_1120","","hypothetical protein","1","1","1","1","716","1","601","","170","170","170","AR465_02784","","","","",""
"group_1121","","hypothetical protein","1","1","1","1","1284","1","706","","371","371","371","AR465_02786","","","","",""
"group_1124","","hypothetical protein","1","1","1","1","1302","1","735","","404","404","404","AR465_02791","","","","",""
"group_1125","","hypothetical protein","1","1","1","1","1297","1","730","","779","779","779","","","","","R50_00788",""
"group_1129","","hypothetical protein","1","1","1","1","2436","128","1","","233","233","233","","M48_00013","","","",""
"group_1130","","hypothetical protein","1","1","1","1","2388","1","173","","980","980","980","","M48_00036","","","",""
"group_1131","gloB","Hydroxyacylglutathione hydrolase","1","1","1","1","2387","1","128","","890","890","890","","M48_00038","","","",""
"group_1173","norB_2","Quinolone resistance protein NorB","1","1","1","1","244","104","1","","1532","1532","1532","","M48_00241","","","",""
"group_118","","hypothetical protein","1","1","1","1","732","1","1094","","149","149","149","","M48_01925","","","",""
"group_12","","IS1182 family transposase ISSau3","1","1","1","1","2419","1","81","","608","608","608","","","","P10_02883","",""
"group_120","","hypothetical protein","1","1","1","1","1220","1","568","","284","284","284","","M48_00346","","","",""
"group_1207","","hypothetical protein","1","1","1","1","1221","1","569","","173","173","173","","M48_00347","","","",""
"group_1209","","hypothetical protein","1","1","1","1","149","1","1089","","377","377","377","","M48_01918","","","",""
"group_121","","hypothetical protein","1","1","1","1","725","1","1092","","1118","1118","1118","","M48_01921","","","",""
"group_1210","","hypothetical protein","1","1","1","1","726","1","1102","","377","377","377","","","","","","V521_01968"
"group_1211","","hypothetical protein","1","1","1","1","145","1","1079","","218","218","218","","M48_00353","","","",""
"group_125","","ISL3 family transposase IS1181","1","1","1","1","1393","53","2","","344","344","344","","M48_02413","","","",""
"group_126","","ISL3 family transposase IS1181","1","1","1","1","2418","1","80","","1124","1124","1124","","","","P10_02882","",""
"group_1261","","IS256 family transposase IS256","1","1","1","1","1559","1","353","","284","284","284","","M48_00848","","","",""
"group_1262","","IS256 family transposase IS256","1","1","1","1","1324","20","4","","284","284","284","","M48_02113","","","",""
"group_1271","","hypothetical protein","1","1","1","1","3501","1","290","","341","341","341","","","NRS1_02549","","",""
"group_1273","","hypothetical protein","1","1","1","1","3500","1","289","","578","578","578","","","NRS1_02548","","",""
